Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , 0.378, , , , , 10.77, 10.77, 10.77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , 0.358, , , , , 10.299, 10.299, 10.299, , , , , , , , , , , , , , 42.666, 42.666, , , , , , , , , , , , 1, 0.033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , 1.441, , 4.702, 4.702, , 35.997, 35.997, 35.997, , , , , 7.377, 11.391, , , 4.786, 4.86, 4.786, 4.86, , 42.689, 42.689, , , , , , , , 7.377, 11.391, , , 1, 0.098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.15, , , , , , 3.615, , 9.465, 9.465, , 87.564, 87.564, 87.564, , , , , 7.377, 11.406, , , 12.123, 12.314, 12.123, 12.314, , 42.98, 42.98, , , 53.846, 54.708, 53.846, 54.708, , 7.377, 11.406, , , 1, 0.169, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.2, , , , , , 5.166, , 15.691, 15.691, 2.237, 124.371, 124.371, 124.371, , , , , 7.377, 11.424, 0, 0, 16.767, 17.032, 16.767, 17.032, 1, 43.451, 43.451, , , 61.394, 62.377, 61.394, 62.377, , 7.377, 11.424, , , 1, 0.258, 0.101, 0, 13.161, 2.237, 196, 0, 0, 0, 58.425, 6.173, 6.131, 113, 37.608, 100, 0, 0, 30.894, 30.913, 6.601, 0.849, 95.51, 0, 0, 104.826, 42.918, 0, 0, 0.101, 0, 0, 13.4, 0, 13.161, 0, 2.237, 196, 0, 0, 0, 58.425, 1, 0.006, 0.006, 113, 37.608, 100, 0, 0, 141, 30.894, 30.913, 6.601, 0.849, 0, 95.51, 0, 0, 104.826, 42.918, 0, 1.4, 0, 0, 
0.25, , , , , , 8.019, , 21.141, 21.141, 2.244, 192.076, 192.076, 192.076, , , , , 7.377, 11.445, 0, 0, 24.067, 24.448, 24.067, 24.448, 1, 44.2, 44.2, 0.025, 0.138, 69.209, 70.315, 69.209, 70.315, 4.814, 7.377, 11.445, , , 1, 0.323, 1.106, 0, 12.775, 2.244, 196, 0, 0, 0, 62.672, 9.907, 9.436, 113, 48.692, 100, 0, 0, 29.832, 30.044, 12.609, 1.139, 95.606, 0, 0, 103.089, 43.399, 0, 0, 1.106, 0, 0, 13.4, 0, 12.775, 0, 2.244, 196, 0, 0, 0, 62.672, 1, 0.01, 0.01, 113, 48.692, 100, 0, 0, 141, 29.832, 30.044, 12.609, 1.139, 0, 95.606, 0, 0, 103.089, 43.399, 0, 1.4, 0, 0, 
0.3, , , , , , 11.833, , 25.814, 25.814, 2.251, 282.574, 282.574, 282.574, 51.474, , 35.24, 35.086, 7.377, 11.405, 0, 0, 33.263, 33.791, 33.263, 33.791, 1, 44.815, 44.815, 0.025, 0.137, 76.82, 78.046, 76.82, 78.046, 4.81, 7.377, 11.405, , , 1, 0.373, 2.112, 0, 12.389, 2.251, 196, 0, 0, 0, 66.919, 13.641, 12.741, 113, 59.775, 100, 0, 0, 28.77, 29.176, 18.616, 1.428, 95.703, 0, 0, 101.351, 43.879, 0, 0, 2.112, 0, 0, 13.4, 0, 12.389, 0, 2.251, 196, 0, 0, 0, 66.919, 1, 0.014, 0.013, 113, 59.775, 100, 0, 0, 141, 28.77, 29.176, 18.616, 1.428, 0, 95.703, 0, 0, 101.351, 43.879, 0, 1.4, 0, 0, 
0.35, , 100.39, 72.5, , , 11.865, 0.984, 29.057, 29.057, 2.258, 283.353, 283.353, 283.353, 50.797, , 35.24, 35.302, 7.377, 11.286, 0, 0, 33.773, 34.31, 33.773, 34.31, 1, 45.392, 45.392, 0.025, 0.137, 77.411, 78.645, 77.411, 78.645, 4.806, 7.377, 11.286, , , 1, 0.423, 3.118, 0, 12.003, 2.258, 196, 0, 0, 0, 71.166, 17.374, 16.046, 113, 70.858, 100, 0, 0, 27.708, 28.307, 24.624, 1.718, 95.799, 0, 0, 99.614, 44.36, 0, 0, 3.118, 0, 0, 13.4, 0, 12.003, 0, 2.258, 196, 0, 0, 0, 71.166, 1, 0.017, 0.016, 113, 70.858, 100, 0, 0, 141, 27.708, 28.307, 24.624, 1.718, 0, 95.799, 0, 0, 99.614, 44.36, 0, 1.4, 0, 0, 
0.4, , 100.389, 72.5, , , 11.938, 0.984, 32.328, 32.328, 2.264, 285.088, 285.088, 285.088, 50.335, , 35.24, 35.518, 7.377, 11.132, 0, 0, 34.408, 34.956, 34.408, 34.956, 1, 45.968, 45.968, 0.025, 0.136, 78.147, 79.393, 78.147, 79.393, 4.803, 7.377, 11.132, , , 1, 0.473, 4.124, 0, 11.617, 2.264, 196, 0, 0, 0, 75.413, 21.108, 19.351, 113, 81.942, 100, 0, 0, 26.647, 27.438, 30.632, 2.007, 95.896, 0, 0, 97.876, 44.841, 0, 0, 4.124, 0, 0, 13.4, 0, 11.617, 0, 2.265, 196, 0, 0, 0, 75.413, 1, 0.021, 0.019, 113, 81.942, 100, 0, 0, 141, 26.647, 27.438, 30.632, 2.007, 0, 95.896, 0, 0, 97.876, 44.841, 0, 1.4, 0, 0, 
0.45, , 100.389, 72.5, , , 12.014, 0.984, 35.625, 35.625, 2.271, 286.9, 286.9, 286.9, 50.222, , 35.24, 35.734, 7.378, 10.929, 0, 0, 35.059, 35.617, 35.059, 35.617, 1, 46.556, 46.556, 0.025, 0.136, 78.79, 80.046, 78.79, 80.046, 4.79, 7.378, 10.929, , , 1, 0.523, 5.13, 0, 11.231, 2.271, 196, 0, 0, 0, 79.66, 24.841, 22.656, 113, 93.025, 100, 0, 0, 25.585, 26.569, 36.64, 2.297, 95.992, 0, 0, 96.139, 45.322, 0, 0, 5.13, 0, 0, 13.4, 0, 11.231, 0, 2.272, 196, 0, 0, 0, 79.66, 1, 0.025, 0.023, 113, 93.025, 100, 0, 0, 141, 25.585, 26.569, 36.64, 2.297, 0, 95.992, 0, 0, 96.139, 45.322, 0, 1.4, 0, 0, 
