Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , 0.527, , , , , 14.207, 14.207, 14.207, , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.025, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , 0.703, , 2.544, 2.544, 1.875, 18.367, 18.367, 18.367, , , , , 7.377, 12.239, , , 1.703, 1.752, 1.703, 1.752, , 35.788, 35.788, , , 4.773, 4.913, 4.773, 4.913, , 7.377, 12.239, , , 1, 0.099, 0.235, 0, 14.407, 1.875, 153, 0, 0, 0, 47.651, 5.421, 5.393, 105.8, 35.261, 100, 0, 0, 21.69, 21.817, 4.262, 0.734, 91.85, 0, 0, 100.35, 36.119, 0, 0, 0.235, 0, 0, 14, 0, 14.407, 0, 1.875, 153, 0, 0, 0, 47.651, 1, 0.005, 0.006, 105.8, 35.261, 100, 0, 0, 141, 21.695, 21.817, 4.262, 0.734, 0, 91.85, 0, 0, 100.35, 36.119, 0, 0, 0, 0, 
0.15, , , , , , 0.673, , 7.791, 7.791, 1.877, 17.67, 17.67, 17.67, 52.32, , , , 7.377, 12.256, 0, 0, 1.642, 1.69, 1.642, 1.69, 1, 35.848, 35.848, , , 4.595, 4.727, 4.595, 4.727, , 7.377, 12.256, , , 1, 0.125, 0.582, 0, 14.416, 1.877, 153, 0, 0, 0, 48.609, 6.12, 6.201, 105.8, 35.616, 100, 0, 0, 21.979, 22.298, 4.646, 0.755, 93.1, 0, 0, 101.6, 36.238, 0, 0, 0.582, 0, 0, 14, 0, 14.416, 0, 1.877, 153, 0, 0, 0, 48.609, 1, 0.006, 0.006, 105.8, 35.616, 100, 0, 0, 141, 21.983, 22.298, 4.646, 0.755, 0, 93.1, 0, 0, 101.6, 36.238, 0, 0, 0, 0, 
0.2, , , , , , 0.816, , 12.697, 12.697, 1.879, 21.042, 21.042, 21.042, 52.32, , 35.674, 36.532, 7.378, 12.264, 0, 0, 1.962, 2.019, 1.962, 2.019, 1, 35.896, 35.896, 0.024, 0.136, 5.479, 5.635, 5.479, 5.635, 4.397, 7.378, 12.264, , , 1, 0.199, 0.928, 0, 14.426, 1.879, 153, 0, 0, 0, 49.567, 6.819, 7.008, 105.8, 35.971, 100, 0, 0, 22.267, 22.779, 5.031, 0.776, 94.35, 0, 0, 102.85, 36.357, 0, 0, 0.928, 0, 0, 14, 0, 14.426, 0, 1.879, 153, 0, 0, 0, 49.567, 1, 0.007, 0.007, 105.8, 35.971, 100, 0, 0, 141, 22.27, 22.779, 5.031, 0.776, 0, 94.35, 0, 0, 102.85, 36.357, 0, 0, 0, 0, 
0.25, , , , , , 1.446, , 16.632, 16.632, 1.881, 35.996, 35.996, 35.996, 52.289, , 35.566, 36.748, 7.378, 12.27, 0, 0, 3.365, 3.462, 3.365, 3.462, 1, 35.96, 35.96, 0.025, 0.137, 9.386, 9.656, 9.386, 9.656, 4.38, 7.378, 12.27, , , 1, 0.347, 1.274, 0, 14.435, 1.881, 153, 0, 0, 0, 50.525, 7.518, 7.816, 105.8, 36.326, 100, 0, 0, 22.556, 23.26, 5.415, 0.797, 95.6, 0, 0, 104.1, 36.476, 0, 0, 1.274, 0, 0, 14, 0, 14.435, 0, 1.881, 153, 0, 0, 0, 50.525, 1, 0.007, 0.008, 105.8, 36.326, 100, 0, 0, 141, 22.557, 23.26, 5.415, 0.797, 0, 95.6, 0, 0, 104.1, 36.476, 0, 0, 0, 0, 
0.3, 21.9, , , 63.79, , 2.411, , 19.952, 19.952, 1.883, 58.89, 58.89, 58.89, 52.209, , 35.458, 36.964, 7.379, 12.27, 0, 0, 5.535, 5.695, 5.535, 5.695, 1, 36.048, 36.048, 0.025, 0.137, 15.421, 15.866, 15.421, 15.866, 4.364, 7.379, 12.27, , , 1, 0.4, 1.62, 0, 14.445, 1.883, 153, 0, 0, 0, 51.483, 8.218, 8.624, 105.8, 36.68, 100, 0, 0, 22.844, 23.74, 5.8, 0.819, 96.85, 0, 0, 105.35, 36.596, 0, 0, 1.62, 0, 0, 14, 0, 14.445, 0, 1.883, 153, 0, 0, 0, 51.483, 1, 0.008, 0.009, 105.8, 36.68, 100, 0, 0, 141, 22.845, 23.74, 5.8, 0.819, 0, 96.85, 0, 0, 105.35, 36.596, 0, 0, 0, 0, 
0.35, 21.901, , , 63.791, , 3.71, , 22.606, 22.606, 1.89, 89.723, 89.723, 89.723, 52.06, , 35.35, 37.18, 7.379, 12.269, 0, 0, 8.471, 8.717, 8.471, 8.717, 1, 36.205, 36.205, 0.025, 0.137, 23.582, 24.265, 23.582, 24.265, 4.347, 7.379, 12.269, , , 1, 0.45, 2.053, 0, 14.39, 1.89, 153.05, 0, 0, 0, 53.155, 8.945, 9.464, 105.8, 39.061, 100, 0, 0, 23.12, 24.241, 7, 0.841, 98.275, 0, 0, 106.375, 36.72, 0, 0, 2.053, 0, 0, 14, 0, 14.39, 0, 1.89, 153.05, 0, 0, 0, 53.155, 1, 0.009, 0.009, 105.8, 39.061, 100, 0, 0, 141, 23.12, 24.241, 7, 0.841, 0, 98.275, 0, 0, 106.375, 36.72, 0, 0, 0, 0, 
0.4, 21.902, , , 63.792, , 5.303, , 25.238, 25.238, 1.901, 127.521, 127.521, 127.521, 51.865, , 35.242, 37.396, 7.38, 12.245, 0, 0, 12.133, 12.485, 12.133, 12.485, 1, 36.408, 36.408, 0.025, 0.137, 33.646, 34.622, 33.646, 34.622, 4.33, 7.38, 12.245, , , 1, 0.501, 2.582, 0, 14.265, 1.901, 153.154, 0, 0, 0, 55.665, 9.705, 10.343, 105.8, 43.636, 100, 0, 0, 23.382, 24.764, 9.083, 0.864, 99.89, 0, 0, 107.156, 36.849, 0, 0, 2.582, 0, 0, 14, 0, 14.265, 0, 1.901, 153.154, 0, 0, 0, 55.665, 1, 0.01, 0.01, 105.8, 43.636, 100, 0, 0, 141, 23.382, 24.764, 9.083, 0.864, 0, 99.89, 0, 0, 107.156, 36.849, 0, 0, 0, 0, 
0.45, 21.902, , , 63.794, , 7.011, , 27.862, 27.862, 1.912, 168.026, 168.026, 168.026, 51.632, , 35.275, 36.941, 7.38, 12.219, 0, 0, 16.077, 16.543, 16.077, 16.543, 1, 36.729, 36.729, 0.025, 0.137, 44.452, 45.74, 44.452, 45.74, 4.338, 7.38, 12.219, , , 1, 0.551, 3.11, 0, 14.14, 1.912, 153.258, 0, 0, 0, 58.176, 10.466, 11.222, 105.8, 48.211, 100, 0, 0, 23.643, 25.287, 11.167, 0.887, 101.504, 0, 0, 107.938, 36.979, 0, 0, 3.11, 0, 0, 14, 0, 14.14, 0, 1.912, 153.258, 0, 0, 0, 58.176, 1, 0.01, 0.011, 105.8, 48.211, 100, 0, 0, 141, 23.643, 25.287, 11.167, 0.887, 0, 101.504, 0, 0, 107.938, 36.979, 0, 0, 0, 0, 
