Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , -3.562, , , , , -82.89, -82.89, -82.89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , -3.443, , , , , -80.074, -80.074, -80.074, , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.006, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , -3.325, , , , , -77.259, -77.259, -77.259, , , , , 7.377, 22.39, , , , , , , , 30.689, 30.689, , , , , , , , 7.377, 22.39, , , 1, 0.063, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.15, , , , , , -3.326, , 5.503, 5.503, , -77.282, -77.282, -77.282, , , , , 7.377, 22.39, 0, 0, -5.787, -5.961, -5.787, -5.961, 1, 30.535, 30.535, 0.025, 0.27, , , , , 4.739, 7.377, 22.39, , , 1, 0.159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.2, , , , , , -3.334, , 8.872, 8.872, , -77.487, -77.487, -77.487, , , , , 7.377, 22.39, 0, 0, -5.922, -6.101, -5.922, -6.101, 1, 30.291, 30.291, 0.025, 0.27, , , , , 4.709, 7.377, 22.39, , , 1, 0.234, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.25, , , , , , -3.277, , 12.185, 12.185, , -76.135, -76.135, -76.135, , , 35.537, 34.997, 7.378, 22.39, 0, 0, -5.839, -6.015, -5.839, -6.015, 1, 30.036, 30.036, 0.025, 0.27, -14.646, -15.095, -14.646, -15.095, 4.68, 7.378, 22.39, , , 1, 0.307, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.3, , , , , , -3.207, , 15.489, 15.489, 2.063, -74.485, -74.485, -74.485, 68.7, , 35.429, 34.889, 7.379, 22.39, 0, 0, -5.716, -5.887, -5.716, -5.887, 1, 29.788, 29.788, 0.025, 0.27, -14.617, -15.065, -14.617, -15.065, 4.65, 7.379, 22.39, , , 1, 0.357, 0, 0, 13.7, 2.063, 185, 0, 0, 0, 36, 2.346, 2.438, 120.2, 19.355, 100, 0, 0, 20, 20, 0, 0.55, 79.5, 0, 0, 84.5, 30.34, 0, 0, 0, 0, 0, 14, 0, 13.7, 0, 2.063, 185, 0, 0, 0, 36, 1, 0.002, 0.002, 120.2, 19.355, 100, 0, 0, 141, 20, 20, 0, 0.55, 0, 79.5, 0, 0, 84.5, 30.34, 0, 0, 0, 0, 
0.35, , , , , , -3.133, , 18.77, 18.77, 2.054, -72.737, -72.737, -72.737, 68.776, , 35.32, 34.78, 7.38, 22.39, 0, 0, -5.562, -5.729, -5.562, -5.729, 1, 29.542, 29.542, 0.025, 0.27, -14.344, -14.782, -14.344, -14.782, 4.636, 7.38, 22.39, , , 1, 0.407, 0, 0, 13.7, 2.054, 185, 0, 0, 0, 36, 2.363, 2.457, 120.2, 19.566, 100, 0, 0, 20, 20, 0, 0.55, 79.5, 0, 0, 84.5, 30.221, 0, 0, 0, 0, 0, 14, 0, 13.7, 0, 2.054, 185, 0, 0, 0, 36, 1, 0.002, 0.002, 120.2, 19.566, 100, 0, 0, 141, 20, 20, 0, 0.55, 0, 79.5, 0, 0, 84.5, 30.221, 0, 0, 0, 0, 
0.4, , 100.58, 62.15, , , -3.058, 0.97, 22.043, 22.043, 2.045, -70.953, -70.953, -70.953, 68.871, , 35.212, 34.672, 7.38, 22.39, 0, 0, -5.399, -5.561, -5.399, -5.561, 1, 29.359, 29.359, 0.025, 0.269, -13.984, -14.412, -13.984, -14.412, 4.627, 7.38, 22.39, , , 1, 0.457, 0, 0, 13.7, 2.045, 185, 0, 0, 0, 36, 2.381, 2.476, 120.2, 19.778, 100, 0, 0, 20, 20, 0, 0.55, 79.5, 0, 0, 84.5, 30.102, 0, 0, 0, 0, 0, 14, 0, 13.7, 0, 2.045, 185, 0, 0, 0, 36, 1, 0.002, 0.003, 120.2, 19.778, 100, 0, 0, 141, 20, 20, 0, 0.55, 0, 79.5, 0, 0, 84.5, 30.102, 0, 0, 0, 0, 
0.45, , 100.579, 62.15, , , -3.005, 0.97, 24.649, 24.649, 2.036, -69.69, -69.69, -69.69, 68.975, , 35.103, 34.563, 7.379, 22.39, 0, 0, -5.273, -5.431, -5.273, -5.431, 1, 29.207, 29.207, 0.025, 0.269, -13.731, -14.15, -13.731, -14.15, 4.618, 7.379, 22.39, , , 1, 0.508, 0, 0, 13.7, 2.036, 185, 0, 0, 0, 36, 2.398, 2.495, 120.2, 19.989, 100, 0, 0, 20, 20, 0, 0.55, 79.5, 0, 0, 84.5, 29.983, 0, 0, 0, 0, 0, 14, 0, 13.7, 0, 2.036, 185, 0, 0, 0, 36, 1, 0.002, 0.003, 120.2, 19.989, 100, 0, 0, 141, 20, 20, 0, 0.55, 0, 79.5, 0, 0, 84.5, 29.983, 0, 0, 0, 0, 
