Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , -4.118, , , , , -95.965, -95.965, -95.965, , , , , , , , , , , , , , 37.899, 37.899, , , , , , , , , , , , 1, 0.025, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , -4.184, , 3.763, 3.763, , -97.552, -97.552, -97.552, , , 35.57, 35.541, 7.381, 13.319, , , -9.642, -9.799, -9.642, -9.799, , 37.684, 37.684, , , , , , , , 7.381, 13.319, , , 1, 0.099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.15, , , , , , -3.956, , 9.258, 9.258, , -92.137, -92.137, -92.137, , , 35.464, 35.329, 7.384, 13.35, 0, 0, -9.033, -9.182, -9.033, -9.182, 1, 37.433, 37.433, 0.025, 0.132, , , , , 4.574, 7.384, 13.35, , , 1, 0.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.2, , , , , , -3.404, , 13.213, 13.213, 2.001, -79.042, -79.042, -79.042, , , 35.359, 35.117, 7.386, 13.369, 0, 0, -7.7, -7.83, -7.7, -7.83, 1, 37.13, 37.13, 0.025, 0.132, -20.302, -20.641, -20.302, -20.641, 4.624, 7.386, 13.369, , , 1, 0.2, 0, 0, 13, 2.001, 196, 0, 0, 0, 59, 4.192, 4.084, 116.6, 31.889, 100, 0, 0, 19.829, 19.829, 0, 0.62, 79.085, 0, 0, 84.585, 37.794, 0, 0, 0, 0, 0, 14, 0, 13, 0, 2.001, 196, 0, 0, 0, 59, 1, 0.004, 0.004, 116.6, 31.889, 100, 0, 0, 141, 19.829, 19.829, 0, 0.62, 0, 79.085, 0, 0, 84.585, 37.794, 0, 1.5, 0, 0, 
0.25, , , , , , -2.597, , 15.96, 15.96, 1.988, -59.912, -59.912, -59.912, 53.639, , 35.253, 34.905, 7.386, 13.341, 0, 0, -5.799, -5.9, -5.799, -5.9, 1, 36.903, 36.903, 0.025, 0.132, -15.432, -15.687, -15.432, -15.687, 4.674, 7.386, 13.341, , , 1, 0.349, 0, 0, 13, 1.988, 196, 0, 0, 0, 59, 4.217, 4.111, 116.6, 32.104, 100, 0, 0, 19.636, 19.636, 0, 0.62, 79.182, 0, 0, 84.682, 37.674, 0, 0, 0, 0, 0, 14, 0, 13, 0, 1.988, 196, 0, 0, 0, 59, 1, 0.004, 0.004, 116.6, 32.104, 100, 0, 0, 141, 19.636, 19.636, 0, 0.62, 0, 79.182, 0, 0, 84.682, 37.674, 0, 1.5, 0, 0, 
0.3, 18.44, , , 72.5, , -1.74, , 19.807, 19.807, 1.976, -39.574, -39.574, -39.574, 53.54, , 35.147, 34.694, 7.386, 13.311, 0, 0, -3.823, -3.892, -3.823, -3.892, 1, 36.707, 36.707, 0.025, 0.132, -10.198, -10.365, -10.198, -10.365, 4.724, 7.386, 13.311, , , 1, 0.4, 0, 0, 13, 1.976, 196, 0, 0, 0, 59, 4.243, 4.138, 116.6, 32.32, 100, 0, 0, 19.442, 19.442, 0, 0.62, 79.279, 0, 0, 84.779, 37.554, 0, 0, 0, 0, 0, 14, 0, 13, 0, 1.976, 196, 0, 0, 0, 59, 1, 0.004, 0.004, 116.6, 32.32, 100, 0, 0, 141, 19.442, 19.442, 0, 0.62, 0, 79.279, 0, 0, 84.779, 37.554, 0, 1.5, 0, 0, 
0.35, 18.44, , , 72.5, , -0.84, , 23.672, 23.672, 1.963, -18.224, -18.224, -18.224, 53.35, , 35.034, 34.54, 7.386, 13.27, 0, 0, -1.757, -1.791, -1.757, -1.791, 1, 36.659, 36.659, 0.025, 0.132, -4.686, -4.761, -4.686, -4.761, 4.74, 7.386, 13.27, , , 1, 0.451, 0, 0, 13, 1.963, 196, 0, 0, 0, 59, 4.268, 4.165, 116.6, 32.535, 100, 0, 0, 19.248, 19.248, 0, 0.62, 79.376, 0, 0, 84.876, 37.434, 0, 0, 0, 0, 0, 14, 0, 13, 0, 1.963, 196, 0, 0, 0, 59, 1, 0.004, 0.004, 116.6, 32.535, 100, 0, 0, 141, 19.248, 19.248, 0, 0.62, 0, 79.376, 0, 0, 84.876, 37.434, 0, 1.5, 0, 0, 
0.4, 18.44, , , 72.5, , 0.312, , 26.356, 26.356, 1.951, 9.104, 9.104, 9.104, 53.13, , 34.887, 34.65, 7.386, 13.22, 0, 0, 0.879, 0.89, 0.879, 0.89, 1, 36.636, 36.636, 0.025, 0.132, 2.435, 2.478, 2.435, 2.478, 4.701, 7.386, 13.22, , , 1, 0.501, 0, 0, 13, 1.951, 196, 0, 0, 0, 59, 4.293, 4.192, 116.6, 32.75, 100, 0, 0, 19.054, 19.054, 0, 0.62, 79.473, 0, 0, 84.973, 37.314, 0, 0, 0, 0, 0, 14, 0, 13, 0, 1.951, 196, 0, 0, 0, 59, 1, 0.004, 0.004, 116.6, 32.75, 100, 0, 0, 141, 19.054, 19.054, 0, 0.62, 0, 79.473, 0, 0, 84.973, 37.314, 0, 1.5, 0, 0, 
0.45, 18.44, , , 72.5, , 1.487, , 29.04, 29.04, 1.944, 36.99, 36.99, 36.99, 52.824, , 34.74, 34.76, 7.386, 13.123, 0, 0, 3.577, 3.634, 3.577, 3.634, 1, 36.686, 36.686, 0.025, 0.132, 9.739, 9.903, 9.739, 9.903, 4.662, 7.386, 13.123, , , 1, 0.551, 0.306, 0, 13.015, 1.944, 196, 0, 0, 0, 60.785, 5.402, 5.673, 116.6, 34.622, 100, 0, 0, 20.116, 19.744, 1.041, 0.665, 81.731, 0, 0, 87.529, 37.28, 0, 0, 0.306, 0, 0, 14, 0, 13.015, 0, 1.944, 196, 0, 0, 0, 60.785, 1, 0.005, 0.005, 116.6, 34.622, 100, 0, 0, 141, 20.116, 19.744, 1.041, 0.665, 0, 81.731, 0, 0, 87.529, 37.28, 0, 1.5, 0, 0, 
