RPM,35,50,65,80,95
1500,74.2,63.0,57.1,71.4,
2000,78.9,79.2,69.1,73.4,72.5
2500,45.4,70.0,72.7,78.0,83.3
3000,43.2,73.4,75.8,71.5,94.9
3500,62.4,52.5,72.9,86.2,99.2
4000,71.0,67.8,78.8,90.6,81.1
4500,,45.7,61.7,63.1,65.4
5000,,65.8,52.6,85.6,100.0
5500,,83.2,93.9,91.3,79.6
6000,,,,,
6500,,,,,
