RPM,35,50,65,80,95
1500,0,0,0,0,0
2000,21,3,0,0,0
2500,0,29,22,0,0
3000,0,0,5,33,12
3500,0,0,0,0,49
4000,0,0,0,0,50
4500,0,0,0,0,50
5000,0,0,0,0,50
5500,0,0,0,0,50
6000,0,0,0,0,48
6500,0,0,0,0,249578
