RPM,35,50,65,80,95
1500,,0.21,0.25,'-1.60,
2000,,0.32,0.04,'-1.14,'-7.10
2500,,0.36,0.60,1.14,
3000,,0.51,0.61,1.41,'-3.08
3500,,0.87,0.72,'-0.83,'-8.97
4000,,,,,
4500,,,,,
5000,,,,,
5500,,,,,
6000,,,,,
6500,,,,,
