RPM,35,50,65,80,95
1500,,,,,
2000,83.8,87.6,,,
2500,,89.4,85.9,,
3000,,,81.2,74.6,70.1
3500,,,,,76.7
4000,,,,,88.5
4500,,,,,77.5
5000,,,,,73.8
5500,,,,,87.7
6000,,,,,81.1
6500,,,,,80.2
