RPM,35,50,65,80,95
1500,0,0,0,0,0
2000,0,0,65,133,117
2500,0,0,89,118,53
3000,0,0,84,109,57
3500,0,0,90,161,124
4000,0,0,0,0,0
4500,0,0,0,0,0
5000,0,0,0,0,0
5500,0,0,0,0,0
6000,0,0,0,0,0
6500,0,0,0,0,0
