RPM,35,50,65,80,95
1500,,,,,
2000,,,84.4,78.6,83.5
2500,,,79.1,82.3,78.0
3000,,,75.4,85.4,75.7
3500,,,83.7,78.4,83.8
4000,,,,,
4500,,,,,
5000,,,,,
5500,,,,,
6000,,,,,
6500,,,,,
