RPM,35,50,65,80,95
1500,,,,,
2000,,,80.7,80.6,80.6
2500,,,80.7,80.7,80.5
3000,,,80.6,80.6,80.7
3500,,,80.7,80.6,80.6
4000,,,,,
4500,,,,,
5000,,,,,
5500,,,,,
6000,,,,,
6500,,,,,
