TABLE id=84, value_class=0, nrows=27, ncols=17
		3.000000	4.000000	5.000000	7.503906	10.000000	15.000000	20.000000	25.000000	30.000000	40.000000	60.000000	80.000000	100.000000	100.000000	100.000000	100.000000	100.000000
750.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1000.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1125.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1250.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1500.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
1750.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
2000.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
2250.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
2500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
2750.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
3000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
3500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
4000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
4500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
5000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
5500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
6000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
6500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
7000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
7500.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
8000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000	-3.000000
