Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Inductive 2 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0.5, , 100.44, 70.47, , , 12.036, 0.982, 30.248, 30.248, 1.586, 287.252, 287.252, 287.252, 41.198, 74.552, , 35.39, 36.514, 7.379, 22.39, 0, 0, 28.091, 28.623, 28.091, 28.623, 1, 37.261, 37.261, 0.025, 0.033, 97.325, 99.155, 97.325, 99.155, 4.297, 7.379, 22.39, , , 1, 0.548, 2.31, 0, 14.482, 1.828, 203, 0, 0, 0, 66.424, 10.238, 8.951, 116.6, 44.896, 100, 0, 0, 25.08, 26.304, 8.735, 0.954, 101.556, 0, 0, 109.872, 35.812, 0, 0, 2.316, 0, 0, 14, 0, 14.482, 0, 1.828, 203, 0, 0, 0, 66.424, 1, 0.01, 0.009, 116.6, 44.896, 100, 0, 0, 141, 25.08, 26.304, 8.735, 0.954, 0, 101.556, 0, 0, 109.872, 35.812, 0, 0, 0, 0, 
0.55, , 100.44, 70.47, , , 12.614, 0.982, 32.907, 32.907, 1.535, 300.992, 300.992, 300.992, 38.899, 70.235, , 35.462, 36.694, 7.378, 22.39, 0, 0, 29.852, 30.417, 29.852, 30.417, 1, 37.868, 37.868, 0.025, 0.033, 107.346, 109.365, 107.346, 109.365, 4.302, 7.378, 22.39, , , 1, 0.598, 2.637, 0, 14.46, 1.832, 203, 0, 0, 0, 69.176, 11.532, 10.15, 116.6, 47.627, 100, 0, 0, 25.936, 27.468, 10.44, 1.036, 104.356, 0, 0, 112.664, 36.1, 0, 0, 2.634, 0, 0, 14, 0, 14.46, 0, 1.832, 203, 0, 0, 0, 69.176, 1, 0.011, 0.01, 116.6, 47.627, 100, 0, 0, 141, 25.936, 27.468, 10.44, 1.036, 0, 104.356, 0, 0, 112.664, 36.1, 0, 0, 0, 0, 
0.6, , 100.44, 70.47, , , 12.889, 0.982, 35.621, 35.621, 1.486, 307.52, 307.52, 307.52, 36.568, 67.269, , 35.534, 36.874, 7.378, 22.39, 0, 0, 30.999, 31.583, 30.999, 31.583, 1, 38.551, 38.551, 0.025, 0.033, 115.593, 117.767, 115.593, 117.767, 4.307, 7.378, 22.39, , , 1, 0.648, 2.473, 0, 14.062, 1.854, 203, 0, 0, 0, 71.376, 12.434, 11.156, 116.6, 55.597, 100, 0, 0, 25.136, 27.068, 14.84, 1.23, 102.556, 0, 0, 108.464, 36.846, 0, 0, 2.47, 0, 0, 14, 0, 14.062, 0, 1.854, 203, 0, 0, 0, 71.376, 1, 0.012, 0.011, 116.6, 55.597, 100, 0, 0, 141, 25.136, 27.068, 14.84, 1.23, 0, 102.556, 0, 0, 108.464, 36.846, 0, 0, 0, 0, 
0.65, , 100.44, 70.47, , , 13.086, 0.982, 38.878, 38.878, 1.441, 312.192, 312.192, 312.192, 34.076, 68.151, , 35.592, 37.026, 7.377, 22.39, 0, 0, 32.072, 32.676, 32.072, 32.676, 1, 39.497, 39.497, 0.025, 0.033, 124.651, 126.995, 124.651, 126.995, 4.312, 7.377, 22.39, , , 1, 0.698, 2.309, 0, 13.663, 1.877, 203, 0, 0, 0, 73.576, 13.336, 12.162, 116.6, 63.567, 100, 0, 0, 24.336, 26.668, 19.24, 1.424, 100.756, 0, 0, 104.264, 37.592, 0, 0, 2.307, 0, 0, 14, 0, 13.663, 0, 1.877, 203, 0, 0, 0, 73.576, 1, 0.013, 0.012, 116.6, 63.567, 100, 0, 0, 141, 24.336, 26.668, 19.24, 1.424, 0, 100.756, 0, 0, 104.264, 37.592, 0, 0, 0, 0, 
0.7, 19.14, 100.44, 70.47, 71.19, , 13.154, 0.982, 43.098, 43.098, 1.396, 313.837, 313.837, 313.837, 32.081, 69.033, , 35.487, 36.852, 7.377, 22.39, 0, 0, 33.023, 33.648, 33.023, 33.648, 1, 40.274, 40.274, 0.025, 0.033, 135.029, 137.571, 135.029, 137.571, 4.315, 7.377, 22.39, , , 1, 0.748, 2.145, 0, 13.265, 1.899, 203, 0, 0, 0, 75.776, 14.238, 13.168, 116.6, 71.537, 100, 0, 0, 23.536, 26.268, 23.64, 1.618, 98.956, 0, 0, 100.064, 38.338, 0, 0, 2.144, 0, 0, 14, 0, 13.265, 0, 1.899, 203, 0, 0, 0, 75.776, 1, 0.014, 0.013, 116.6, 71.537, 100, 0, 0, 141, 23.536, 26.268, 23.64, 1.618, 0, 98.956, 0, 0, 100.064, 38.338, 0, 0, 0, 0, 
0.75, 19.14, 100.44, 70.47, 71.189, , 13.297, 0.982, 46.382, 46.382, 1.351, 317.242, 317.242, 317.242, 30.51, 69.914, , 35.382, 36.677, 7.377, 22.39, 0, 0, 33.991, 34.634, 33.991, 34.634, 1, 40.907, 40.907, 0.025, 0.033, 144.625, 147.349, 144.625, 147.349, 4.31, 7.377, 22.39, , , 1, 0.798, 1.981, 0, 12.867, 1.921, 203, 0, 0, 0, 77.976, 15.14, 14.174, 116.6, 79.507, 100, 0, 0, 22.736, 25.868, 28.04, 1.812, 97.156, 0, 0, 95.864, 39.084, 0, 0, 1.98, 0, 0, 14, 0, 12.867, 0, 1.921, 203, 0, 0, 0, 77.976, 1, 0.015, 0.014, 116.6, 79.507, 100, 0, 0, 141, 22.736, 25.868, 28.04, 1.812, 0, 97.156, 0, 0, 95.864, 39.084, 0, 0, 0, 0, 
0.8, 19.14, 100.44, 70.47, 71.188, , 13.456, 0.982, 49.273, 49.273, 1.306, 321.019, 321.019, 321.019, 29.001, 70.796, , 35.278, 36.503, 7.377, 22.39, 0, 0, 34.932, 35.593, 34.932, 35.593, 1, 41.552, 41.552, 0.025, 0.033, 153.868, 156.767, 153.868, 156.767, 4.306, 7.377, 22.39, , , 1, 0.848, 1.8, 0, 12.5, 1.945, 203, 0, 0, 0, 80, 15.949, 15.1, 116.6, 86.97, 100, 0, 0, 22.033, 25.508, 33.029, 2.019, 95.475, 0, 0, 92.008, 39.821, 0, 0, 1.8, 0, 0, 14, 0, 12.5, 0, 1.945, 203, 0, 0, 0, 80, 1, 0.016, 0.015, 116.6, 86.97, 100, 0, 0, 141, 22.033, 25.508, 33.029, 2.019, 0, 95.475, 0, 0, 92.008, 39.821, 0, 0, 0, 0, 
0.85, 19.14, 100.44, 70.47, 71.188, , 13.496, 0.982, 52.267, 52.267, 1.261, 321.988, 321.988, 321.988, 27.521, 71.678, , 35.173, 36.328, 7.377, 22.39, 0, 0, 35.579, 36.253, 35.579, 36.253, 1, 42.2, 42.2, 0.025, 0.033, 162.672, 165.737, 162.672, 165.737, 4.301, 7.377, 22.39, , , 1, 0.898, 1.431, 0, 12.5, 1.983, 203, 0, 0, 0, 80, 15.687, 15.098, 116.6, 89.869, 100, 0, 0, 22.446, 25.612, 43.317, 2.378, 95.165, 0, 0, 92.112, 40.462, 0, 0, 1.431, 0, 0, 14, 0, 12.5, 0, 1.983, 203, 0, 0, 0, 80, 1, 0.016, 0.015, 116.6, 89.869, 100, 0, 0, 141, 22.446, 25.612, 43.317, 2.378, 0, 95.165, 0, 0, 92.112, 40.462, 0, 0, 0, 0, 
0.9, 19.14, 100.44, 70.47, 71.187, , 13.601, 0.982, 55.281, 55.281, 1.216, 324.484, 324.484, 324.484, 26.092, 72.559, , 35.068, 36.154, 7.377, 22.39, 0, 0, 36.409, 37.098, 36.409, 37.098, 1, 42.849, 42.849, 0.025, 0.033, 172.991, 176.25, 172.991, 176.25, 4.297, 7.377, 22.39, , , 1, 0.948, 1.061, 0, 12.5, 2.021, 203, 0, 0, 0, 80, 15.424, 15.096, 116.6, 92.767, 100, 0, 0, 22.86, 25.715, 53.605, 2.738, 94.855, 0, 0, 92.215, 41.102, 0, 0, 1.061, 0, 0, 14, 0, 12.5, 0, 2.021, 203, 0, 0, 0, 80, 1, 0.016, 0.015, 116.6, 92.767, 100, 0, 0, 141, 22.86, 25.715, 53.605, 2.738, 0, 94.855, 0, 0, 92.215, 41.102, 0, 0, 0, 0, 
0.95, 19.14, 100.44, 70.47, 71.186, , 13.765, 0.982, 58.313, 58.313, 1.171, 328.392, 328.392, 328.392, 24.702, 73.441, , 35.094, 36.003, 7.377, 22.39, 0, 0, 37.408, 38.115, 37.408, 38.115, 1, 43.509, 43.509, 0.025, 0.033, 184.708, 188.189, 184.708, 188.189, 4.306, 7.377, 22.39, , , 1, 0.998, 0.691, 0, 12.5, 2.06, 203, 0, 0, 0, 80, 15.162, 15.094, 116.6, 95.666, 100, 0, 0, 23.273, 25.818, 63.893, 3.097, 94.545, 0, 0, 92.318, 41.743, 0, 0, 0.691, 0, 0, 14, 0, 12.5, 0, 2.06, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 116.6, 95.666, 100, 0, 0, 141, 23.273, 25.818, 63.893, 3.097, 0, 94.545, 0, 0, 92.318, 41.743, 0, 0, 0, 0, 
1, 19.14, 100.44, 70.47, 71.185, , 13.824, 0.982, 61.425, 61.425, 1.126, 329.788, 329.788, 329.788, 23.34, 74.323, , 35.131, 35.854, 7.377, 22.39, 0, 0, 38.135, 38.854, 38.135, 38.854, 1, 44.175, 44.175, 0.025, 0.033, 196.4, 200.099, 196.4, 200.099, 4.315, 7.377, 22.39, , , 1, 1.048, 0.321, 0, 12.5, 2.098, 203, 0, 0, 0, 80, 14.899, 15.092, 116.6, 98.565, 100, 0, 0, 23.686, 25.921, 74.181, 3.457, 94.236, 0, 0, 92.421, 42.383, 0, 0, 0.321, 0, 0, 14, 0, 12.5, 0, 2.098, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 116.6, 98.565, 100, 0, 0, 141, 23.686, 25.921, 74.181, 3.457, 0, 94.236, 0, 0, 92.421, 42.383, 0, 0, 0, 0, 
1.05, 19.14, 100.44, 70.47, 71.185, , 13.852, 0.982, 64.579, 64.579, 1.081, 330.475, 330.475, 330.475, 22.021, 75.204, , 35.169, 35.706, 7.377, 22.39, 0, 0, 38.79, 39.52, 38.79, 39.52, 1, 44.846, 44.846, 0.025, 0.033, 208.621, 212.548, 208.621, 212.548, 4.324, 7.377, 22.39, , , 1, 1.098, 0.043, 0, 12.5, 2.136, 203, 0, 0, 0, 80, 14.693, 15.066, 116.514, 100.71, 100, 0, 0, 24.072, 26, 82.864, 3.763, 93.904, 0, 0, 92.5, 43.019, 0, 0, 0.043, 0, 0, 14, 0, 12.5, 0, 2.136, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 116.514, 100.71, 100, 0, 0, 141, 24.072, 26, 82.864, 3.763, 0, 93.904, 0, 0, 92.5, 43.019, 0, 0, 0, 0, 
1.1, 19.14, 100.44, 70.47, 71.184, , 13.852, 0.982, 67.779, 67.779, 1.036, 330.49, 330.49, 330.49, 20.737, 76.086, , 35.206, 35.557, 7.377, 22.39, 0, 0, 39.379, 40.119, 39.379, 40.119, 1, 45.518, 45.518, 0.025, 0.033, 221.477, 225.645, 221.477, 225.645, 4.332, 7.377, 22.39, , , 1, 1.147, 0.055, 0, 12.5, 2.172, 203, 0, 0, 0, 80, 14.663, 14.966, 116.155, 100.71, 100, 0, 0, 24.371, 26, 86.464, 3.903, 93.504, 0, 0, 92.5, 43.638, 0, 0, 0.055, 0, 0, 14, 0, 12.5, 0, 2.172, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 116.155, 100.71, 100, 0, 0, 141, 24.371, 26, 86.464, 3.903, 0, 93.504, 0, 0, 92.5, 43.638, 0, 0, 0, 0, 
1.15, 19.14, 100.44, 70.47, 71.183, , 13.936, 0.982, 71.022, 71.022, 0.991, 332.488, 332.488, 332.488, 19.483, 76.968, , 35.243, 35.432, 7.378, 22.39, 0, 0, 40.201, 40.957, 40.201, 40.957, 1, 46.193, 46.193, 0.025, 0.033, 237.427, 241.897, 237.427, 241.897, 4.356, 7.378, 22.39, , , 1, 1.197, 0.067, 0, 12.5, 2.208, 203, 0, 0, 0, 80, 14.633, 14.867, 115.797, 100.71, 100, 0, 0, 24.669, 26, 90.064, 4.042, 93.104, 0, 0, 92.5, 44.258, 0, 0, 0.067, 0, 0, 14, 0, 12.5, 0, 2.208, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 115.797, 100.71, 100, 0, 0, 141, 24.669, 26, 90.064, 4.042, 0, 93.104, 0, 0, 92.5, 44.258, 0, 0, 0, 0, 
1.2, 19.14, 100.44, 70.47, 71.182, , 13.933, 0.982, 74.319, 74.319, 0.946, 332.422, 332.422, 332.422, 18.266, 77.849, , 35.279, 35.576, 7.378, 22.39, 0, 0, 40.779, 41.545, 40.779, 41.545, 1, 46.869, 46.869, 0.025, 0.033, 253.32, 258.09, 253.32, 258.09, 4.385, 7.378, 22.39, , , 1, 1.247, 0.079, 0, 12.5, 2.244, 203, 0, 0, 0, 80, 14.603, 14.767, 115.438, 100.71, 100, 0, 0, 24.968, 26, 93.664, 4.182, 92.704, 0, 0, 92.5, 44.877, 0, 0, 0.079, 0, 0, 14, 0, 12.5, 0, 2.244, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 115.438, 100.71, 100, 0, 0, 141, 24.968, 26, 93.664, 4.182, 0, 92.704, 0, 0, 92.5, 44.877, 0, 0, 0, 0, 
1.25, 19.14, 100.44, 70.47, 71.182, , 13.892, 0.982, 77.672, 77.672, 0.901, 331.463, 331.463, 331.463, 17.087, 78.731, , 35.315, 35.72, 7.379, 22.39, 0, 0, 41.251, 42.027, 41.251, 42.027, 1, 47.545, 47.545, 0.024, 0.033, 270.075, 275.162, 270.075, 275.162, 4.414, 7.379, 22.39, , , 1, 1.298, 0.091, 0, 12.5, 2.28, 203, 0, 0, 0, 80, 14.573, 14.668, 115.08, 100.71, 100, 0, 0, 25.267, 26, 97.264, 4.321, 92.304, 0, 0, 92.5, 45.497, 0, 0, 0.091, 0, 0, 14, 0, 12.5, 0, 2.28, 203, 0, 0, 0, 80, 1, 0.015, 0.015, 115.08, 100.71, 100, 0, 0, 141, 25.267, 26, 97.264, 4.321, 0, 92.304, 0, 0, 92.5, 45.497, 0, 0, 0, 0, 
