Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , 0.518, , , , , 13.88, 13.88, 13.88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , 0.569, , , , , 15.095, 15.095, 15.095, , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.034, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , 0.621, , , , , 16.31, 16.31, 16.31, , , , , 7.377, 12.531, 0, 0, , , , , 1, 28.973, 28.973, 0.025, 0.261, , , , , 4.389, 7.377, 12.531, , , 1, 0.117, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.15, , , , , , 2.303, , 5.731, 5.731, 1.957, 56.239, 56.239, 56.239, , , , , 7.377, 12.527, 0, 0, 5.231, 5.393, 5.231, 5.393, 1, 29.021, 29.021, 0.025, 0.261, 17.778, 18.319, 17.778, 18.319, 4.388, 7.377, 12.527, , , 1, 0.201, 0.032, 0, 14.301, 1.957, 192.208, 0, 0, 0, 42.302, 4.897, 4.87, 122, 35.236, 100, 0, 0, 21.13, 21.234, 8, 0.894, 89.786, 0, 0, 96.818, 29.394, 0, 0, 0.032, 0, 0, 14, 0, 14.301, 0, 1.957, 192.208, 0, 0, 0, 42.302, 1, 0.005, 0.005, 122, 35.363, 100, 0, 0, 141, 21.13, 21.234, 8, 0.894, 0, 89.786, 0, 0, 96.818, 29.394, 0, 0, 0, 0, 
0.2, , , , , , 4.394, , 9.975, 9.975, 1.974, 105.845, 105.845, 105.845, 66.908, , , , 7.377, 12.526, 0, 0, 10.095, 10.403, 10.095, 10.403, 1, 29.4, 29.4, 0.025, 0.262, 34.763, 35.817, 34.763, 35.817, 4.388, 7.377, 12.526, , , 1, 0.26, 0.097, 0, 14.103, 1.974, 192.625, 0, 0, 0, 44.906, 6.292, 6.329, 122, 42.309, 100, 0, 0, 21.391, 21.703, 18, 1.283, 90.359, 0, 0, 96.453, 29.783, 0, 0, 0.097, 0, 0, 14, 0, 14.103, 0, 1.974, 192.625, 0, 0, 0, 44.906, 1, 0.006, 0.006, 122, 42.406, 100, 0, 0, 141, 21.391, 21.703, 18, 1.283, 0, 90.359, 0, 0, 96.453, 29.783, 0, 0, 0, 0, 
0.25, , , , , , 7.594, , 13.583, 13.583, 1.991, 181.752, 181.752, 181.752, 66.506, , , , 7.377, 12.532, 0, 0, 16.055, 16.544, 16.055, 16.544, 1, 29.922, 29.922, 0.025, 0.262, 49.174, 50.665, 49.174, 50.665, 4.387, 7.377, 12.532, , , 1, 0.327, 0.161, 0, 13.905, 1.991, 193.042, 0, 0, 0, 47.51, 7.687, 7.788, 122, 49.382, 100, 0, 0, 21.651, 22.172, 28, 1.671, 90.932, 0, 0, 96.089, 30.171, 0, 0, 0.161, 0, 0, 14, 0, 13.905, 0, 1.991, 193.042, 0, 0, 0, 47.51, 1, 0.008, 0.008, 122, 49.45, 100, 0, 0, 141, 21.651, 22.172, 28, 1.671, 0, 90.932, 0, 0, 96.089, 30.171, 0, 0, 0, 0, 
0.3, , , , , , 11.532, , 16.769, 16.769, 2.008, 275.192, 275.192, 275.192, 65.872, , 35.386, 38.276, 7.377, 12.507, 0, 0, 22.746, 23.438, 22.746, 23.438, 1, 30.51, 30.51, 0.025, 0.263, 61.87, 63.746, 61.87, 63.746, 4.386, 7.377, 12.507, , , 1, 0.385, 0.226, 0, 13.707, 2.008, 193.458, 0, 0, 0, 50.115, 9.082, 9.248, 122, 56.455, 100, 0, 0, 21.911, 22.641, 38, 2.06, 91.505, 0, 0, 95.724, 30.56, 0, 0, 0.226, 0, 0, 14, 0, 13.707, 0, 2.008, 193.458, 0, 0, 0, 50.115, 1, 0.009, 0.009, 122, 56.493, 100, 0, 0, 141, 21.911, 22.641, 38, 2.06, 0, 91.505, 0, 0, 95.724, 30.56, 0, 0, 0, 0, 
0.35, , , , , , 14.496, , 19.561, 19.561, 2.025, 345.52, 345.52, 345.52, 65.005, , 35.35, 37.484, 7.377, 12.422, 0, 0, 28.186, 29.044, 28.186, 29.044, 1, 31.162, 31.162, 0.025, 0.265, 72.855, 75.065, 72.855, 75.065, 4.413, 7.377, 12.422, , , 1, 0.435, 0.291, 0, 13.509, 2.025, 193.875, 0, 0, 0, 52.719, 10.477, 10.707, 122, 63.528, 100, 0, 0, 22.172, 23.109, 48, 2.448, 92.078, 0, 0, 95.359, 30.948, 0, 0, 0.291, 0, 0, 14, 0, 13.509, 0, 2.025, 193.875, 0, 0, 0, 52.719, 1, 0.011, 0.011, 122, 63.537, 100, 0, 0, 141, 22.172, 23.109, 48, 2.448, 0, 92.078, 0, 0, 95.359, 30.948, 0, 0, 0, 0, 
0.4, , , , , , 16.114, , 21.765, 21.765, 2.043, 383.934, 383.934, 383.934, 64.241, , 35.314, 36.692, 7.377, 12.3, 0, 0, 31.9, 32.871, 31.9, 32.871, 1, 31.871, 31.871, 0.025, 0.267, 81.477, 83.95, 81.477, 83.95, 4.44, 7.377, 12.3, , , 1, 0.485, 0.357, 0, 13.305, 2.043, 194, 0, 0, 0, 55.402, 11.921, 12.225, 122, 70.76, 100, 0, 0, 22.44, 23.592, 58.152, 2.849, 92.668, 0, 0, 94.984, 31.349, 0, 0, 0.357, 0, 0, 14, 0, 13.305, 0, 2.043, 194, 0, 0, 0, 55.402, 1, 0.012, 0.012, 122, 70.782, 100, 0, 0, 141, 22.44, 23.592, 58.152, 2.849, 0, 92.668, 0, 0, 94.984, 31.349, 0, 0, 0, 0, 
0.45, , , , , , 17.24, , 23.999, 23.999, 2.062, 410.656, 410.656, 410.656, 63.675, , 35.278, 35.9, 7.377, 12.1, 0, 0, 34.745, 35.803, 34.745, 35.803, 1, 32.686, 32.686, 0.025, 0.269, 87.707, 90.37, 87.707, 90.37, 4.467, 7.377, 12.1, , , 1, 0.535, 0.425, 0, 13.099, 2.062, 194, 0, 0, 0, 58.12, 13.388, 13.767, 122, 78.06, 100, 0, 0, 22.712, 24.082, 68.37, 3.254, 93.266, 0, 0, 94.603, 31.754, 0, 0, 0.425, 0, 0, 14, 0, 13.099, 0, 2.062, 194, 0, 0, 0, 58.12, 1, 0.014, 0.014, 122, 78.114, 100, 0, 0, 141, 22.712, 24.082, 68.37, 3.254, 0, 93.266, 0, 0, 94.603, 31.754, 0, 0, 0, 0, 
