Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) ????????????????????????????????????????????????????????????????, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Inductive 1 Signal Strength, (DWRT CPU) Internal Temp 1, (DWRT CPU) Internal Temp 2, (DWRT CPU) LC1 Volts Petrol AFR, (DWRT CPU) LC2 Volts Petrol AFR2, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Sampling, (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) User Analog 2, (DWRT CPU) User Analog 3, (DWRT CPU) User Analog 4, (Gen) Sampling, (Gen) Sampling Duration, (Harley - ECU Type 14 SW Level 141) Accel Enrichment, (Harley - ECU Type 14 SW Level 141) Decel Enleanment, (Harley - ECU Type 14 SW Level 141) Desired Air/Fuel, (Harley - ECU Type 14 SW Level 141) Engine Speed, (Harley - ECU Type 14 SW Level 141) Engine Temperature, (Harley - ECU Type 14 SW Level 141) Front Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Front Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Front Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Idle Air Control Motor Position, (Harley - ECU Type 14 SW Level 141) Injector Time Front, (Harley - ECU Type 14 SW Level 141) Injector Time Rear, (Harley - ECU Type 14 SW Level 141) Intake Air Temperature, (Harley - ECU Type 14 SW Level 141) Manifold Absolute Pressure, (Harley - ECU Type 14 SW Level 141) Rear Adaptive Fuel Factor, (Harley - ECU Type 14 SW Level 141) Rear Closed Loop Integrator, (Harley - ECU Type 14 SW Level 141) Rear Spark Knock Retard, (Harley - ECU Type 14 SW Level 141) Spark Advance Front, (Harley - ECU Type 14 SW Level 141) Spark Advance Rear, (Harley - ECU Type 14 SW Level 141) Throttle Position, (Harley - ECU Type 14 SW Level 141) Throttle Position Sensor Voltage, (Harley - ECU Type 14 SW Level 141) VE Front, (Harley - ECU Type 14 SW Level 141) VE New Front, (Harley - ECU Type 14 SW Level 141) VE New Rear, (Harley - ECU Type 14 SW Level 141) VE Rear, (Harley - ECU Type 14 SW Level 141) Vehicle Speed, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Front, (Harley - ECU Type 14 SW Level 141) WBO2 AFR Rear, (PV) Accel Enrichment, (PV) AT Lambda 1, (PV) AT Lambda 2, (PV) Battery Voltage, (PV) Decel Enleanment, (PV) Desired Air/Fuel, (PV) Desired Lambda, (PV) Engine Speed, (PV) Engine Temperature, (PV) Front Adaptive Fuel Factor, (PV) Front Closed Loop Integrator, (PV) Front Spark Knock Retard, (PV) Idle Air Control Motor Position, (PV) Idle Set Speed, (PV) Injector Time Front, (PV) Injector Time Rear, (PV) Intake Air Temperature, (PV) Manifold Absolute Pressure, (PV) Rear Adaptive Fuel Factor, (PV) Rear Closed Loop Integrator, (PV) Rear Spark Knock Retard, (PV) Software Level, (PV) Spark Advance Front, (PV) Spark Advance Rear, (PV) Throttle Position, (PV) Throttle Position Sensor, (PV) Twistgrip Position, (PV) VE Front, (PV) VE New Front, (PV) VE New Rear, (PV) VE Rear, (PV) Vehicle Speed, (PV) Warm-up Fuel AFR (Lambda), (PV) Warm-up Fuel AFR (Ratio), (PV) WBO2 AFR Front, (PV) WBO2 AFR Rear, 
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , , 0.22, , , , , 7.05, 7.05, 7.05, , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , , 0.25, , , , , 7.756, 7.756, 7.756, , , , , , , 0, 0, , , , , 1, 43.915, 43.915, , , , , , , , , , , , 1, 0.075, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.15, , , , , , 4.357, , 7.103, 7.103, 2.319, 105.203, 105.203, 105.203, 52.736, , , , 7.377, 12.805, 0, 0, 12.149, 12.501, 12.149, 12.501, 1, 44.02, 44.02, , , 28.966, 29.803, 28.966, 29.803, , 7.377, 12.805, , , 1, 0.149, 0.753, 0, 14.143, 2.319, 201, 0, 0, 0, 47.392, 5.068, 4.575, 116.6, 29.33, 100, 0, 0, 27.592, 26.52, 4.08, 0.711, 89.646, 0, 0, 96.308, 44.378, 0, 0, 0.753, 0, 0, 14.1, 0, 14.143, 0, 2.319, 201, 0, 0, 0, 47.484, 1, 0.005, 0.004, 116.6, 29.33, 100, 0, 0, 141, 27.592, 26.52, 4.08, 0.711, 0, 89.646, 0, 0, 96.308, 44.378, 0, 0, 0, 0, 
0.2, , , , , , 8.087, , 12.795, 12.795, 2.312, 193.713, 193.713, 193.713, 52.223, , , , 7.377, 12.821, 0, 0, 22.626, 23.279, 22.626, 23.279, 1, 44.481, 44.481, 0.025, 0.135, 51.519, 53.008, 51.519, 53.008, 4.759, 7.377, 12.821, , , 1, 0.2, 2.147, 0, 14.223, 2.312, 201, 0, 0, 0, 51.992, 8.276, 6.893, 116.6, 34.496, 100, 0, 0, 29.692, 27.52, 6.08, 0.809, 94.546, 0, 0, 101.508, 44.874, 0, 0, 2.147, 0, 0, 14.1, 0, 14.223, 0, 2.312, 201, 0, 0, 0, 52.084, 1, 0.008, 0.007, 116.6, 34.496, 100, 0, 0, 141, 29.692, 27.52, 6.08, 0.809, 0, 94.546, 0, 0, 101.508, 44.874, 0, 0, 0, 0, 
0.25, , , , , , 11.248, , 19.076, 19.076, 2.305, 268.719, 268.719, 268.719, 51.422, , 35.42, 35.241, 7.377, 12.777, 0, 0, 31.751, 32.667, 31.751, 32.667, 1, 45.224, 45.224, 0.025, 0.135, 72.058, 74.14, 72.058, 74.14, 4.783, 7.377, 12.777, , , 1, 0.349, 3.541, 0, 14.303, 2.305, 201, 0, 0, 0, 56.592, 11.484, 9.211, 116.6, 39.662, 100, 0, 0, 31.792, 28.52, 8.08, 0.907, 99.446, 0, 0, 106.708, 45.37, 0, 0, 3.541, 0, 0, 14.1, 0, 14.303, 0, 2.305, 201, 0, 0, 0, 56.684, 1, 0.011, 0.009, 116.6, 39.662, 100, 0, 0, 141, 31.792, 28.52, 8.08, 0.907, 0, 99.446, 0, 0, 106.708, 45.37, 0, 0, 0, 0, 
0.3, , , , , , 12.37, , 24.009, 24.009, 2.298, 295.335, 295.335, 295.335, 50.738, , 35.42, 35.493, 7.377, 12.519, 0, 0, 35.301, 36.319, 35.301, 36.319, 1, 45.967, 45.967, 0.025, 0.136, 79.559, 81.858, 79.559, 81.858, 4.807, 7.377, 12.519, , , 1, 0.401, 4.935, 0, 14.383, 2.298, 201, 0, 0, 0, 61.192, 14.692, 11.529, 116.6, 44.828, 100, 0, 0, 33.892, 29.52, 10.08, 1.005, 104.346, 0, 0, 111.908, 45.866, 0, 0, 4.935, 0, 0, 14.1, 0, 14.383, 0, 2.298, 201, 0, 0, 0, 61.284, 1, 0.014, 0.011, 116.6, 44.828, 100, 0, 0, 141, 33.892, 29.52, 10.08, 1.005, 0, 104.346, 0, 0, 111.908, 45.866, 0, 0, 0, 0, 
0.35, , , , , , 13.057, , 27.856, 27.856, 2.29, 311.646, 311.646, 311.646, 50.388, , 35.42, 35.745, 7.377, 12.262, 0, 0, 37.696, 38.783, 37.696, 38.783, 1, 46.585, 46.585, 0.025, 0.136, 84.209, 86.643, 84.209, 86.643, 4.831, 7.377, 12.262, , , 1, 0.45, 6.329, 0, 14.463, 2.29, 201, 0, 0, 0, 65.792, 17.9, 13.847, 116.6, 49.994, 100, 0, 0, 35.992, 30.52, 12.08, 1.103, 109.246, 0, 0, 117.108, 46.362, 0, 0, 6.329, 0, 0, 14.1, 0, 14.463, 0, 2.29, 201, 0, 0, 0, 65.884, 1, 0.017, 0.014, 116.6, 49.994, 100, 0, 0, 141, 35.992, 30.52, 12.08, 1.103, 0, 109.246, 0, 0, 117.108, 46.362, 0, 0, 0, 0, 
0.4, , , , , , 13.447, , 31.168, 31.168, 2.315, 320.924, 320.924, 320.924, 50.318, , 35.42, 35.997, 7.378, 12.005, 0, 0, 39.306, 40.441, 39.306, 40.441, 1, 47.241, 47.241, 0.025, 0.136, 86.862, 89.373, 86.862, 89.373, 4.852, 7.378, 12.005, , , 1, 0.5, 6.363, 0, 14.284, 2.315, 201, 0, 0, 0, 68.312, 19.297, 15.254, 116.6, 57.531, 100, 0, 0, 35.96, 30.61, 20.236, 1.417, 109.097, 0, 0, 116.422, 47.085, 0, 0, 6.363, 0, 0, 14.089, 0, 14.284, 0, 2.315, 201, 0, 0, 0, 68.323, 1, 0.019, 0.015, 116.6, 57.531, 100, 0, 0, 141, 35.96, 30.61, 20.236, 1.417, 0, 109.097, 0, 0, 116.422, 47.085, 0, 0, 0, 0, 
0.45, , , , , , 13.631, , 34.552, 34.552, 2.368, 325.293, 325.293, 325.293, 50.308, , 35.42, 36.249, 7.378, 11.758, 0, 0, 40.375, 41.541, 40.375, 41.541, 1, 47.898, 47.898, 0.025, 0.136, 88.014, 90.557, 88.014, 90.557, 4.841, 7.378, 11.758, , , 1, 0.55, 5.239, 0, 13.884, 2.368, 201, 0, 0, 0, 68.912, 19.022, 15.819, 116.6, 67.088, 100, 0, 0, 33.96, 29.86, 33.636, 1.931, 104.647, 0, 0, 110.722, 48.018, 0, 0, 5.239, 0, 0, 14.069, 0, 13.884, 0, 2.368, 201, 0, 0, 0, 68.92, 1, 0.019, 0.016, 116.6, 67.088, 100, 0, 0, 141, 33.96, 29.86, 33.636, 1.931, 0, 104.647, 0, 0, 110.722, 48.018, 0, 0, 0, 0, 
