RPM,35,50,65,80,95
1500,,,,,
2000,39.1,43.7,47.3,51.7,
2500,,,,,63.1
3000,,,,,82.9
3500,,,,,93.5
4000,,,,,87.7
4500,,,,,68.6
5000,,,,,50.7
5500,,,,,39.6
6000,,,,,32.9
6500,,,,,30.0
