RPM,35,50,65,80,95
1500,0,0,0,0,0
2000,1,4,4,1,0
2500,0,0,0,0,10
3000,0,0,0,0,10
3500,0,0,0,0,10
4000,0,0,0,0,10
4500,0,0,0,0,10
5000,0,0,0,0,10
5500,0,0,0,0,10
6000,0,0,0,0,10
6500,0,0,0,0,5
